ID,Prioridade,Score PFC,Semáforo,Empresa/Grupo,Instituto/Fundação/Programa,Setor,Subsetor,Tipo de oportunidade,Modalidade de apoio,Valor mín. estimado,Valor máx. estimado,Valor alvo PFC,Status,Chance (%),Presença em municípios PFC,Municípios/Região estratégica,Cidade-sede/Unidade estratégica,UF,Público-alvo,Encaixe com PFC,Proposta PFC recomendada,Próxima ação,Responsável,Edital/Programa,Janela provável,Fonte/URL,Contato sugerido,E-mail/Canal,LinkedIn/Instagram,Observações,Chave de ranking (auxiliar - não excluir),Fonte verificada
102,B,58,🔴,Moderna,Editora Moderna/Santillana,Educação/editora,Material didático,Doação/parceria,Livros + materiais,10000,80000,45000,Mapear,50,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,58050898,Não verificada
103,B,57,🔴,Ática/Scipione,Somos Educação,Educação/editora,Material didático,Doação/parceria,Livros + materiais,10000,80000,45000,Mapear,49,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,57049897,Não verificada
104,B,66,🟡,Senai São Paulo,Sistema FIESP/SENAI,Educação profissional,Formação técnica,Parceria,Cursos + visitas,0,100000,50000,Mapear,58,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,66058896,Não verificada
105,B,64,🔴,Sesi São Paulo,Sistema FIESP/SESI,Educação,Educação básica/ciência,Parceria,Cursos + eventos,0,100000,50000,Mapear,56,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,64056895,Não verificada
106,B,65,🟡,Senac São Paulo,Senac,Educação profissional,Formação técnica,Parceria,Cursos + bolsas,0,100000,50000,Mapear,57,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,65057894,Não verificada
107,B,62,🔴,Sesc São Paulo,Sesc,Cultura/educação,Cultura/cidadania,Parceria,Espaço + atividades,0,80000,40000,Mapear,54,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,62054893,Não verificada
108,B,67,🟡,FIESP/CIESP Sorocaba,FIESP/CIESP,Indústria,Educação/indústria,Parceria regional,Rede + patrocínio,0,100000,50000,Mapear,59,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,67059892,Não verificada
109,B,66,🟡,ACSO Sorocaba,Associação Comercial de Sorocaba,Comércio local,Empresas locais,Rede/patrocínio,Rede + cotas,0,80000,40000,Mapear,58,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,66058891,Não verificada
110,B,74,🟡,Parque Tecnológico de Sorocaba,PTS,Inovação/tecnologia,Ciência/inovação,Parceria local,Espaço + mentoria,0,100000,50000,Mapear,66,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,74066890,Não verificada
111,B,70,🟡,Facens,Facens/Instituto,Ensino superior privado,Engenharia/tecnologia,Parceria local,Mentoria + bolsas,0,100000,50000,Mapear,62,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,70062889,Não verificada
112,B,68,🟡,Uniso,Universidade de Sorocaba,Ensino superior privado,Universidade/comunidade,Parceria local,Mentoria + bolsas,0,100000,50000,Mapear,60,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,68060888,Não verificada
113,B,55,🔴,Anhanguera/Kroton,Cogna,Educação privada,Bolsas/vestibular,Bolsas,Bolsas,0,100000,50000,Mapear,47,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,55047887,Não verificada
114,B,55,🔴,Cruzeiro do Sul Educacional,Cruzeiro do Sul,Educação privada,Bolsas/vestibular,Bolsas,Bolsas,0,100000,50000,Mapear,47,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,55047886,Não verificada
115,B,54,🔴,Yduqs/Estácio,Yduqs,Educação privada,Bolsas/vestibular,Bolsas,Bolsas,0,100000,50000,Mapear,46,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,54046885,Não verificada
116,B,58,🔴,Rede D'Or São Luiz,Instituto D'Or,Saúde,Ciência/saúde,Parceria,Mentoria + visitas,0,100000,50000,Mapear,50,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,58050884,Não verificada
117,B,63,🔴,Hospital Unimed Sorocaba,Unimed Sorocaba,Saúde local,Saúde/educação,Parceria local,Palestras + visitas,0,50000,25000,Mapear,55,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,63055883,Não verificada
118,B,57,🔴,Clarios,Clarios/ESG,Indústria/autopeças,Comunidade/educação,Patrocínio local,Financeiro,10000,80000,45000,Mapear,49,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,57049882,Não verificada
119,B,60,🔴,ZF do Brasil,ZF/ESG,Indústria/autopeças,Tecnologia/educação,Patrocínio local,Financeiro + mentoria,10000,100000,55000,Mapear,52,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,60052881,Não verificada
120,B,60,🔴,Schaeffler Brasil,Schaeffler/ESG,Indústria,Tecnologia/educação,Patrocínio local,Financeiro + mentoria,10000,100000,55000,Mapear,52,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,60052880,Não verificada
121,B,61,🔴,Flex Sorocaba,Flex/ESG,Tecnologia/indústria,Educação tecnológica,Patrocínio local,Financeiro + mentoria,10000,100000,55000,Mapear,53,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,61053879,Não verificada
122,B,58,🔴,Metso Brasil,Metso/ESG,Indústria,Engenharia/educação,Patrocínio local,Financeiro + mentoria,10000,100000,55000,Mapear,50,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,58050878,Não verificada
123,B,62,🔴,CBA - Companhia Brasileira de Alumínio,Instituto Votorantim/CBA,Indústria/mineração,Educação/território,Parceria,Financeiro,20000,120000,70000,Mapear,54,Verificar,SP/Brasil,Verificar,SP,Estudantes/jovens,"Aderência potencial com educação, juventude, ciência, carreira ou permanência escolar","Construir proposta específica por setor: adoção de escola, mentoria, kit, bolsas ou evento",Validar contato ESG/institucional e registrar no CRM,Fábio,A monitorar,Contínuo/monitorar,Verificar site oficial,Institucional/ESG/Marketing,Verificar,Verificar,Linha para prospecção; validar dados antes do contato.,62054877,Não verificada
